id,title,url,images,type,brand,display,year,price,time_changed
5239,Lenovo AIO V330-20ICB Intel Core i5 8th Gen,aio-v330_20icb-intel-core-i5-8th-gen,lenovo-aio-v330_20icb-intel-core-i5-8th-gen.webp,all-in-one,Lenovo,1,2018,35,2023-07-02 10:19:10
5240,Lenovo AIO V410Z Intel Core i7 7th Gen,aio-v410z-intel-core-i7-7th-gen,lenovo-aio-v410z-intel-core-i7-7th-gen.webp,all-in-one,Lenovo,1,2017,35,2023-07-02 10:20:02
5241,Lenovo AIO V510Z Intel Core i7 7th Gen,aio-v510z-intel-core-i7-7th-gen,lenovo-aio-v510z-intel-core-i7-7th-gen.webp,all-in-one,Lenovo,1,2018,35,2023-07-02 10:20:31
5242,Lenovo AIO V530-22 Intel Core i7 8th Gen,aio-v530_22-intel-core-i7-8th-gen,lenovo-aio-v530_22-intel-core-i7-8th-gen.webp,all-in-one,Lenovo,1,2019,95,2023-07-02 10:24:32
5243,Lenovo AIO V530-24 Intel Core i7 8th Gen,aio-v530_24-intel-core-i7-8th-gen,lenovo-aio-v530_24-intel-core-i7-8th-gen.webp,all-in-one,Lenovo,1,2019,105,2023-07-02 10:25:09
5244,Lenovo AIO V540-24 Intel Core i5 8th Gen,aio-v540_24-intel-core-i5-8th-gen,lenovo-aio-v540_24-intel-core-i5-8th-gen.webp,all-in-one,Lenovo,1,2019,105,2023-07-02 10:25:50
5245,Lenovo AIO Yoga A940-27ICB Intel Core i7 9th Gen,aio-yoga-a940_27icb-intel-core-i7-9th-gen,lenovo-aio-yoga-a940_27icb-intel-core-i7-9th-gen.webp,all-in-one,Lenovo,1,2019,210,2024-09-19 23:21:45
5257,Lenovo IdeaCentre AIO 510 Intel Core i5 6th Gen,ideacentre-aio-510-intel-core-i5-6th-gen,lenovo-ideacentre-aio-510-intel-core-i5-6th-gen.webp,all-in-one,Lenovo,1,2016,50,2023-07-02 10:34:11
5258,Lenovo IdeaCentre AIO 510 Intel Core i7 6th Gen,ideacentre-aio-510-intel-core-i7-6th-gen,lenovo-ideacentre-aio-510-intel-core-i7-6th-gen.webp,all-in-one,Lenovo,1,2016,70,2023-07-02 10:34:05
5259,Lenovo IdeaCentre AIO 520 AMD Ryzen 5,ideacentre-aio-520-amd-ryzen-5,lenovo-ideacentre-aio-520-amd-ryzen-5.webp,all-in-one,Lenovo,1,2019,45,2023-07-02 10:37:18
5261,Lenovo IdeaCentre AIO 520 Intel Core i3 8th Gen,ideacentre-aio-520-intel-core-i3-8th-gen,lenovo-ideacentre-aio-520-intel-core-i3-8th-gen.webp,all-in-one,Lenovo,1,2018,35,2023-07-02 10:43:26
5262,Lenovo IdeaCentre AIO 520 Intel Core i5 7th Gen,ideacentre-aio-520-intel-core-i5-7th-gen,lenovo-ideacentre-aio-520-intel-core-i5-7th-gen.webp,all-in-one,Lenovo,1,2017,50,2023-01-30 07:04:56
5263,Lenovo IdeaCentre AIO 520 Intel Core i5 8th Gen,ideacentre-aio-520-intel-core-i5-8th-gen,lenovo-ideacentre-aio-520-intel-core-i5-8th-gen.webp,all-in-one,Lenovo,1,2018,60,2023-01-30 07:05:01
5264,Lenovo IdeaCentre AIO 520 Intel Core i7 7th Gen,ideacentre-aio-520-intel-core-i7-7th-gen,lenovo-ideacentre-aio-520-intel-core-i7-7th-gen.webp,all-in-one,Lenovo,1,2017,90,2023-07-02 10:43:18
5265,Lenovo IdeaCentre AIO 520 Intel Core i7 8th Gen,ideacentre-aio-520-intel-core-i7-8th-gen,lenovo-ideacentre-aio-520-intel-core-i7-8th-gen.webp,all-in-one,Lenovo,1,2018,100,2023-07-02 10:43:35
5267,Lenovo IdeaCentre AIO 700 Intel Core i5 6th Gen,ideacentre-aio-700-intel-core-i5-6th-gen,lenovo-ideacentre-aio-700-intel-core-i5-6th-gen.webp,all-in-one,Lenovo,1,2016,70,2023-07-02 10:47:36
5268,Lenovo IdeaCentre AIO 700 Intel Core i7 6th Gen,ideacentre-aio-700-intel-core-i7-6th-gen,lenovo-ideacentre-aio-700-intel-core-i7-6th-gen.webp,all-in-one,Lenovo,1,2016,90,2023-07-02 10:47:50
5269,Lenovo IdeaCentre AIO 730S-24IKB Intel Core i7 8th Gen,ideacentre-aio-730s_24ikb-intel-core-i7-8th-gen,lenovo-ideacentre-aio-730s_24ikb-intel-core-i7-8th-gen.webp,all-in-one,Lenovo,1,2018,95,2023-07-02 10:50:00
5270,Lenovo IdeaCentre AIO 910-27ISH Intel Core i7 6th Gen,ideacentre-aio-910_27ish-intel-core-i7-6th-gen,lenovo-ideacentre-aio-910_27ish-intel-core-i7-6th-gen.webp,all-in-one,Lenovo,1,2016,60,2023-07-02 10:50:13
5274,Lenovo IdeaCentre AIO A340 Intel Core i3 8th Gen,ideacentre-aio-a340-intel-core-i3-8th-gen,lenovo-ideacentre-aio-a340-intel-core-i3-8th-gen.webp,all-in-one,Lenovo,1,2018,80,2023-07-02 10:53:32
5275,Lenovo IdeaCentre AIO A340 Intel Core i7 8th Gen,ideacentre-aio-a340-intel-core-i7-8th-gen,lenovo-ideacentre-aio-a340-intel-core-i7-8th-gen.webp,all-in-one,Lenovo,1,2018,105,2023-07-02 10:53:42
5278,Lenovo IdeaCentre AIO A520 Intel Core i5 8th Gen,ideacentre-aio-a520-intel-core-i5-8th-gen,lenovo-ideacentre-aio-a520-intel-core-i5-8th-gen.webp,all-in-one,Lenovo,1,2018,60,2023-07-02 10:58:32
5279,Lenovo IdeaCentre AIO A520 Intel Core i7 8th Gen,ideacentre-aio-a520-intel-core-i7-8th-gen,lenovo-ideacentre-aio-a520-intel-core-i7-8th-gen.webp,all-in-one,Lenovo,1,2018,80,2023-07-02 10:58:40
